rebalance_date,holding_end_date,selected_tickers,portfolio_return,equal_weight_return,spy_return,turnover,portfolio_return_cumulative,equal_weight_return_cumulative,spy_return_cumulative
2018-07-31,2018-08-31,"XLV, XLY, XLRE",0.039515083029268615,0.017481916396449193,0.0319199462433406,,0.03951508302926854,0.01748191639644925,0.0319199462433406
2018-08-31,2018-09-30,"XLV, XLY, XLK",0.011551326582376306,0.0017707207389552227,0.005945031727534467,0.33333333333333337,0.051522861240645756,0.019283592727324272,0.038054743064033
2018-09-30,2018-10-31,"XLV, XLY, XLK",-0.08294726573725437,-0.05859347450782262,-0.06910390912222941,0.0,-0.035698084959480236,-0.04043977447938607,-0.033678897564563104
2018-10-31,2018-11-30,"XLP, XLU, XLRE",0.03765224164595016,0.028563618975459136,0.018549007905904746,1.0,0.0006100437652778457,-0.013031261813609474,-0.015754599795845592
2018-11-30,2018-12-31,"XLP, XLU, XLV",-0.074208865759311,-0.08705465796521082,-0.08804815210340555,0.33333333333333337,-0.07364409264991789,-0.09895148773878137,-0.10241558850009824
2018-12-31,2019-01-31,"XLU, XLP, XLRE",0.06452890920804633,0.07811324016887326,0.08006548683172232,0.33333333333333337,-0.013867356410187104,-0.028567668896714804,-0.030550055620793604
2019-01-31,2019-02-28,"XLRE, XLY, XLI",0.029297046833685652,0.03039547014615187,0.03241563442284634,0.6666666666666667,0.015023417833289976,0.000959473522341936,0.0008752793674515758
2019-02-28,2019-03-31,"XLI, XLU, XLRE",0.0219671988431398,0.020140683246935142,0.01810056530641435,0.33333333333333337,0.03732063908327721,0.021119481221574254,0.018991687725217865
2019-03-31,2019-04-30,"XLRE, XLP, XLU",0.010850900152797696,0.028824516150029178,0.04085235316927127,0.33333333333333337,0.0485765017644062,0.05055275619915478,0.06061989602872031
2019-04-30,2019-05-31,"XLK, XLY, XLP",-0.06635821916211104,-0.05578520536413619,-0.06377098176531293,0.6666666666666667,-0.021005167547916037,-0.008052545051274396,-0.007016876020855323
2019-05-31,2019-06-30,"XLRE, XLU, XLP",0.03342724125814341,0.06890928023611136,0.0695862175672517,0.6666666666666667,0.011719928906935406,0.0603018401012847,0.062081063684966686
2019-06-30,2019-07-31,"XLY, XLF, XLB",0.011189249126108488,0.008115678636889723,0.01511985288629658,1.0,0.02304031523732397,0.0689069090936496,0.07813957312120468
2019-07-31,2019-08-31,"XLK, XLP, XLU",0.019078560394610606,-0.009510465502806742,-0.016743453043715606,1.0,0.04255845167770067,0.058741106809002686,0.06008779380407825
2019-08-31,2019-09-30,"XLU, XLRE, XLP",0.02335358634711615,0.024412417673203513,0.01945760713790401,0.33333333333333337,0.06690593050087168,0.08458753691621368,0.08071456562760537
2019-09-30,2019-10-31,"XLU, XLP, XLRE",-0.004018636520234746,0.009465606495482415,0.022104457044776815,0.0,0.06261842336490586,0.09485381575056695,0.10460317432118549
2019-10-31,2019-11-30,"XLU, XLV, XLRE",0.0046865067375676155,0.023801912651545687,0.03619860969707056,0.33333333333333337,0.067598391765469,0.1209134306392734,0.14458827349858328
2019-11-30,2019-12-31,"XLK, XLF, XLV",0.03468399381255997,0.028699844133140417,0.0290555967668904,0.6666666666666667,0.10462696777976155,0.15308347138536416,0.17784496883746947
2019-12-31,2020-01-31,"XLV, XLK, XLF",-0.004472844115063841,-0.010513896598936067,-0.0004042219663328295,0.0,0.09968614354758709,0.14096007099727625,0.17736885802813074
2020-01-31,2020-02-29,"XLU, XLK, XLP",-0.08457851799121414,-0.09070899759892423,-0.0791653676244406,0.6666666666666667,0.006676319270858544,0.03746472665671585,0.08416201955276592
2020-02-29,2020-03-31,"XLU, XLK, XLP",-0.08035184448570705,-0.14604241683853486,-0.12487138221696203,0.0,-0.0742119797826375,-0.11404912940896084,-0.05121879037592103
2020-03-31,2020-04-30,"XLV, XLP, XLK",0.11093973066271963,0.129147106642282,0.1269836934642723,0.33333333333333337,0.02849469383104908,0.00036886215508258324,0.0692609519116445
2020-04-30,2020-05-31,"XLV, XLK, XLY",0.05658253959037096,0.04202594943336173,0.04764501984641023,0.33333333333333337,0.08668953556323089,0.04241031337072165,0.1202059111864664
2020-05-31,2020-06-30,"XLK, XLV, XLY",0.025268044721192002,0.006454407696312258,0.017734501342107523,0.0,0.114148055345894,0.04913845452005683,0.14007220442183965
2020-06-30,2020-07-31,"XLK, XLY, XLB",0.06691771768220607,0.04786603907363701,0.05889225736494419,0.33333333333333337,0.1887043003697093,0.099356556777769,0.20721363009926996
2020-07-31,2020-08-31,"XLY, XLK, XLB",0.08597580354337575,0.0420558886476871,0.06979676524544831,0.0,0.2909041077694614,0.14559097371371954,0.29147323644041423
2020-08-31,2020-09-30,"XLY, XLK, XLP",-0.02957764429377674,-0.029293652298407257,-0.03744383813239027,0.33333333333333337,0.2527222052524811,0.11203243005355601,0.24311552162282513
2020-09-30,2020-10-31,"XLY, XLB, XLI",-0.016309912351073857,-0.01949189367659534,-0.024933606116772422,0.6666666666666667,0.23229041588456933,0.09035681216202618,0.2121201688490355
2020-10-31,2020-11-30,"XLU, XLB, XLI",0.09708770479276319,0.1176459151687285,0.10877693481526807,0.33333333333333337,0.3519306640009219,0.21863283718928517,0.34397088544419874
2020-11-30,2020-12-31,"XLI, XLB, XLF",0.03264827566335312,0.029775244934031962,0.03704836817618107,0.33333333333333337,0.3960688689969638,0.2549179284012506,0.39376281362620347
2020-12-31,2021-01-31,"XLF, XLI, XLK",-0.023016434461120044,-0.008720634601426514,-0.010190452682016349,0.33333333333333337,0.36393634137048525,0.24397424769288434,0.3795597396239916
2021-01-31,2021-02-28,"XLF, XLK, XLV",0.036224895617249654,0.03804907356249369,0.027805439808225918,0.33333333333333337,0.41334479296520454,0.2913063153531985,0.41791900492595824
2021-02-28,2021-03-31,"XLF, XLE, XLI",0.059367748587162726,0.06158879862539004,0.045399267917082264,0.6666666666666667,0.4972518913009383,0.370836319973181,0.48229148971531455
2021-03-31,2021-04-30,"XLF, XLI, XLRE",0.061103769247102736,0.04600379534016434,0.05291041501975635,0.33333333333333337,0.5887396253717792,0.4338999934820913,0.5607201476164048
2021-04-30,2021-05-31,"XLF, XLRE, XLI",0.030154434922053053,0.01680970707761713,0.0065661350308166,0.0,0.6366471710131394,0.4580034323511224,0.5709680468509701
2021-05-31,2021-06-30,"XLF, XLRE, XLB",-0.017220146381964563,0.006677878841584361,0.022427609268216075,0.33333333333333337,0.608463867152665,0.46773980262297754,0.6062011043785962
2021-06-30,2021-07-31,"XLK, XLRE, XLV",0.04478078861272109,0.015256774570330556,0.024412578782918803,0.6666666666666667,0.6804921475788286,0.4901327779194977,0.6454126153804498
2021-07-31,2021-08-31,"XLRE, XLV, XLK",0.028926140753004,0.02155551014873438,0.029759636795809508,0.0,0.7291022999740115,0.5222533501369031,0.694379497193415
2021-08-31,2021-09-30,"XLK, XLRE, XLV",-0.05870134922014795,-0.03616300713962206,-0.04660548378328677,0.0,0.6276016620258762,0.4672040913675888,0.6154121210142336
2021-09-30,2021-10-31,"XLF, XLK, XLV",0.06857656593361305,0.07321329538926932,0.07016362155059053,0.33333333333333337,0.7392169947154519,0.5746229379052283,0.7287552857213131
2021-10-31,2021-11-30,"XLY, XLF, XLE",-0.030295274061926187,-0.0157563691128765,-0.008034845540137003,0.6666666666666667,0.6865269392073876,0.5498125976819916,0.7148650040238469
2021-11-30,2021-12-31,"XLK, XLY, XLRE",0.04553423194075893,0.06215258654028464,0.04624778938474572,0.6666666666666667,0.7633216480315952,0.6461374592806448,0.7941737195532128
2021-12-31,2022-01-31,"XLRE, XLU, XLP",-0.04453733001511121,-0.02938482528077351,-0.05274118026897601,0.6666666666666667,0.6847880098704224,0.5977659976515468,0.6995468799763975
2022-01-31,2022-02-28,"XLE, XLP, XLU",0.012515369661715367,-0.01444488703202682,-0.029516979351328465,0.33333333333333337,0.7058737546155764,0.5746864483118566,0.6493813898135194
2022-02-28,2022-03-31,"XLE, XLP, XLU",0.07155067742219723,0.052225430982751654,0.03759023232022951,0.0,0.827930177355068,0.6569251267376417,0.7113820194412728
2022-03-31,2022-04-30,"XLE, XLU, XLB",-0.03174860727015013,-0.056199053974466465,-0.08776917580388255,0.33333333333333337,0.769895940036966,0.5638075021084632,0.5611754301093281
2022-04-30,2022-05-31,"XLP, XLE, XLU",0.05419926113252135,0.010330590448843702,0.0022574488356068567,0.33333333333333337,0.8658229922684189,0.5799625569535751,0.5646997037662065
2022-05-31,2022-06-30,"XLE, XLU, XLV",-0.08192297874780426,-0.08595217118286232,-0.08246049162068037,0.33333333333333337,0.7129692149256486,0.4441613447957886,0.43567379695491226
2022-06-30,2022-07-31,"XLP, XLU, XLV",0.03963749308278475,0.08480596358926022,0.09208750358425388,0.33333333333333337,0.7808670203332873,0.5666348392195573,0.5678814128778171
2022-07-31,2022-08-31,"XLU, XLE, XLV",-0.008635460827691252,-0.02903994366847864,-0.040802082113971405,0.33333333333333337,0.7654884129398718,0.5211398517395454,0.5039085867246069
2022-08-31,2022-09-30,"XLU, XLP, XLI",-0.09948257256832571,-0.09224583117482141,-0.09244569180071449,0.6666666666666667,0.5898530837810427,0.3808210417826863,0.3648787170198158
2022-09-30,2022-10-31,"XLV, XLE, XLP",0.145276138097868,0.09102585944860393,0.08127544357125216,0.6666666666666667,0.8208207999357389,0.506511463855672,0.4758098401665629
2022-10-31,2022-11-30,"XLE, XLV, XLP",0.0403952945405052,0.060099871267029294,0.05559150717499772,0.0,0.8943733924546216,0.5970526088957018,0.5578523334851146
2022-11-30,2022-12-31,"XLV, XLI, XLP",-0.02531687276957273,-0.046301160803701516,-0.05762808532853403,0.33333333333333337,0.8464137822997839,0.523107219239251,0.46807628628177866
2022-12-31,2023-01-31,"XLI, XLP, XLV",0.0026229585112233313,0.05176919078752915,0.06288729759043021,0.0,0.8512568490453074,0.6019572474619106,0.5603996365826345
2023-01-31,2023-02-28,"XLB, XLF, XLI",-0.021643358368733063,-0.03388879268247245,-0.025142730078247966,0.6666666666666667,0.8111894336288481,0.5476688504164897,0.521166929705841
2023-02-28,2023-03-31,"XLI, XLF, XLB",-0.03309869780419058,0.013842751182392499,0.03707761584675939,0.0,0.7512414218990238,0.5690928452255446,0.5775681727642685
2023-03-31,2023-04-30,"XLK, XLI, XLP",0.007895641794129863,0.01309765740204536,0.015975154505762035,0.6666666666666667,0.7650685968613811,0.5896442857443094,0.6027700680675505
2023-04-30,2023-05-31,"XLP, XLK, XLV",-0.0050366614943549255,-0.03367371685794511,0.004615971222207582,0.33333333333333337,0.7561785438246744,0.5361150541613051,0.610168408577566
2023-05-31,2023-06-30,"XLK, XLP, XLV",0.04367336768295734,0.06830056972513925,0.0647999537974755,0.0,0.83287677508605,0.6410325875238856,0.714507247059547
2023-06-30,2023-07-31,"XLK, XLY, XLI",0.025951520667212884,0.030821610732225245,0.032733329717433035,0.6666666666666667,0.8804427145951501,0.6916118551354431,0.7706287780804757
2023-07-31,2023-08-31,"XLK, XLI, XLY",-0.017451955274726833,-0.02341933625948144,-0.01625208079457996,0.0,0.8476253124433495,0.6519954282795009,0.7418523761219034
2023-08-31,2023-09-30,"XLE, XLI, XLB",-0.027744266520568717,-0.044046276571706774,-0.0474344723572353,0.6666666666666667,0.7963643033447723,0.5792311807503068,0.6592285277363643
2023-09-30,2023-10-31,"XLE, XLV, XLF",-0.03819067255904588,-0.026011427912650008,-0.021708515210485224,0.6666666666666667,0.7277599424389736,0.5381531227348111,0.6232091400043285
2023-10-31,2023-11-30,"XLE, XLK, XLV",0.05871850183112237,0.07845172707625772,0.09134369676079168,0.33333333333333337,0.829211417782816,0.658823891721096,0.7714790634682294
2023-11-30,2023-12-31,"XLK, XLF, XLI",0.055007085625104,0.04487733971197896,0.04565546498449269,0.6666666666666667,0.9298310068672131,0.7332674950322109,0.8523567638211651
2023-12-31,2024-01-31,"XLK, XLI, XLF",0.016072319795647678,-0.007614330818492487,0.015926452714197126,0.0,0.9608478679611396,0.7200698229280957,0.881858236229986
2024-01-31,2024-02-29,"XLF, XLV, XLK",0.03981263252135562,0.042527164949728635,0.0521867603597006,0.33333333333333337,1.0389143835585601,0.7932195160128095,0.9800663210350491
2024-02-29,2024-03-31,"XLI, XLF, XLV",0.03868074795957973,0.04095618612754507,0.03270202217862961,0.33333333333333337,1.1177811169401504,0.8666629482781765,1.0448184937806948
2024-03-31,2024-04-30,"XLF, XLI, XLE",-0.028820605898991603,-0.03641559451159593,-0.040319626347639526,0.33333333333333337,1.0567453819884922,0.7986873072638583,0.9623721761627142
2024-04-30,2024-05-31,"XLI, XLP, XLU",0.04344930224893869,0.033953424780171125,0.05057947229704984,0.6666666666666667,1.1461095337396188,0.8597589014540903,1.0616279252834375
2024-05-31,2024-06-30,"XLU, XLF, XLP",-0.02219879573755786,0.00338706587223101,0.035280219761934184,0.33333333333333337,1.0984684865697072,0.8660580273597833,1.1343626115547778
2024-06-30,2024-07-31,"XLK, XLV, XLP",0.003454087518848533,0.03579825431884616,0.012109231177765745,0.6666666666666667,1.1057167803778643,0.9328596471969333,1.1602081018352743
2024-07-31,2024-08-31,"XLU, XLF, XLRE",0.050367894648355595,0.029724834985575033,0.023365508999098505,1.0,1.2117773013312112,0.9903135812601387,1.2106824636786317
2024-08-31,2024-09-30,"XLP, XLF, XLU",0.02390830451590764,0.02178383150684978,0.02100466682931046,0.33333333333333337,1.26465714657281,1.0336702369601043,1.2571171122936007
2024-09-30,2024-10-31,"XLU, XLRE, XLP",-0.02612553505996455,-0.01660749948388527,-0.008923647328876738,0.33333333333333337,1.2054917668912228,0.9998960595493964,1.2369753952035198
2024-10-31,2024-11-30,"XLF, XLI, XLY",0.10317834184319219,0.05762859341654469,0.05963353502628643,1.0,1.4330507503478715,1.115147256440518,1.37037414578633
2024-11-30,2024-12-31,"XLY, XLF, XLI",-0.04127055596000384,-0.06077833591940348,-0.02406017042926545,0.0,1.3326373932021105,0.9865921259695716,1.3133425398575866
2024-12-31,2025-01-31,"XLY, XLF, XLK",0.030823990590306088,0.03405502406192572,0.026856345883270905,0.33333333333333337,1.4045385862607684,1.0542455686206975,1.3754704672544862
2025-01-31,2025-02-28,"XLF, XLY, XLI",-0.023541943290079637,0.006941015457444533,-0.012694736490296177,0.33333333333333337,1.347931075224209,1.0685041188658806,1.3453144956322096
2025-02-28,2025-03-31,"XLF, XLP, XLV",-0.023176792505795667,-0.028446369670071203,-0.05571910195474172,0.6666666666666667,1.2935135638758282,1.009662686036557,1.2146356781341447
2025-03-31,2025-04-30,"XLE, XLU, XLV",-0.058628383067727,-0.02154223736141504,-0.008670275916170644,0.6666666666666667,1.1590485720818884,0.9663700554375785,1.195434175750926
2025-04-30,2025-05-31,"XLP, XLU, XLRE",0.020302751876188314,0.03642638944069504,0.06284504464464602,0.6666666666666667,1.2028831995295053,1.037997816861469,1.3334063345403746
2025-05-31,2025-06-30,"XLI, XLU, XLP",0.008016644018107718,0.026590099456432127,0.051386119597071955,0.33333333333333337,1.2205429299536035,1.092188381503807,1.4533110315156317
2025-06-30,2025-07-31,"XLK, XLI, XLF",0.02266378174847028,0.01160651641609276,0.023031546396695246,0.6666666666666667,1.2708688302811808,1.1164714002992895,1.5098145783635082
2025-07-31,2025-08-31,"XLK, XLI, XLU",-0.005620630375313092,0.02368973539609125,0.0205193844087046,0.33333333333333337,1.2581051159553507,1.1666100477457744,1.56131442849152
2025-08-31,2025-09-30,"XLE, XLI, XLF",0.005558680636648143,0.014240763273261414,0.03562043418529992,0.6666666666666667,1.2706572011389277,1.1974642285411918,1.6525495605194611
2025-09-30,2025-10-31,"XLK, XLY, XLU",0.02988423850387334,-0.000979072193394348,0.02383739357630099,1.0,1.3385140624983007,1.1953127524190483,1.7157794283742076
2025-10-31,2025-11-30,"XLK, XLV, XLY",0.010113645684557563,0.01862073612834675,0.0019500049129079766,0.33333333333333337,1.362164965154764,1.2361910919010382,1.721075211601912
2025-11-30,2025-12-31,"XLV, XLU, XLI",-0.017335137992686933,-0.0019614101521211124,0.0007975029584423865,0.6666666666666667,1.3212165095223156,1.2318050039913007,1.7232452771333087
2025-12-31,2026-01-31,"XLV, XLF, XLI",0.013952739896014385,0.0399148920520192,0.014737728839574471,0.33333333333333337,1.3536038397220151,1.3208872598067698,1.7633797275913512
2026-01-31,2026-02-28,"XLE, XLB, XLP",0.08575280577900024,0.041625081565587044,-0.008641958340223965,1.0,1.5554319726704064,1.417494381300758,1.7394987151072874
2026-02-28,2026-03-31,"XLE, XLI, XLP",-0.021954114657628532,-0.04431235746695452,-0.04937956664344334,0.33333333333333337,1.4993297261426304,1.3103695061022047,1.6042234557350197
2026-03-31,2026-04-30,"XLE, XLU, XLP",0.0076865688167622554,0.05577720280455497,0.10505268686597247,0.33333333333333337,1.5185409960784053,1.4392354545975268,1.8778041269593713
2026-04-30,2026-05-31,"XLK, XLRE, XLE",0.044018246384278724,0.008363831767016472,0.05262575303750272,0.6666666666666667,1.6294027541726912,1.4596368095799224,2.029250736235041
2026-05-31,2026-06-30,"XLK, XLRE, XLY",-0.01898858008026098,0.01630145347183154,-0.026792786467265017,0.33333333333333337,1.5794741294118242,1.4997324645888939,1.9480886681032903
